"cnpj","nome_coop","naturezaJuridica","situacao","regimeEspecial","logradouro","complemento","bairro","municipio","uf","cep","endereco_eletronico","email","telefone_ddd","telefone_numero","segmento_prudencial","ato_presi","nome_Liquidante","filiacao","filiacao_central"
1296040,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO ALGAR E EMPREENDEDORES DO TRIÂNGULO MINEIRO LTDA - SICOOB TRIÂNGULO","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AVENIDA MARIA SILVA GARCIA  395","","GRANJA MARILEUSA","UBERLANDIA","MG","38406634","www.sicoobtriangulo.com","diretoria@credialgar.com.br","34","32564560","S5",NA,NA,NA,NA
46277273,"COOPERATIVA DE ECONOMIA E CRéDITO MúTUO DOS EMPREGADOS DO GRUPO CASINO, GRUPO PãO DE AçúCAR E GRUPO ASSAí","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"ALAMEDA LORENA, 58","","JD. PAULISTA","SAO PAULO","SP","01424000","http://www.gpativa.com.br","euclydes.cooperativa@paodeacucar.com.br","11","38860772","S5",NA,NA,NA,NA
2024442,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO COLORADO","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RODOVIA SP 425, KM. 47","","FAZ.SAO JOSE GLORIA","GUAIRA","SP","14790000","","andre.oliveira@colorado.com.br","17","33303341","S5",NA,NA,NA,NA
43488782,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO FEMSA BRASIL","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV. ENGENHEIRO ALBERTO DE ZAGOTTIS, 352","","JURUBATUBA","SAO PAULO","SP","04675901","www.cooperfemsa.com.br","mbreda@kof.com.mx","11","21025747","S5",NA,NA,NA,NA
88183173,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO PARAMOUNT","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV  LUIZ PASTEUR  100","","TRES PORTOS","SAPUCAIA DO SUL","RS","93212360","www.paracred.com.br","cooperativa@coopcredparamount.com.br","51","34511199","S5",NA,NA,NA,NA
2232228,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO SBF LTDA. - COOPER ATIVA SBF","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA HUGO D ANTOLA  200","","LAPA","SAO PAULO","SP","05038090","","cooperativa@gruposbf.com.br","11","25885057","S5",NA,NA,NA,NA
62284385,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO SCHAEFFLER","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV INDEPENDENCIA 3500 A","","IPORANGA","SOROCABA","SP","18087101","","strancau@schaeffler.com","15","33351631","S5",NA,NA,NA,NA
57598120,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO TELEFÔNICA","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV PAULISTA  352","2  ANDAR CJ 21","PARAISO","SAO PAULO","SP","01310000","www.coopertel.org.br","faleconosco@coopertel.org.br","11","30169860","S5",NA,NA,NA,NA
5658367,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO SEBRAE BAHIA LTDA.","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA ARTHUR DE AZEVEDO MACHADO  N   001225","LJ 0017","COSTA AZUL","SALVADOR","BA","41760000","","coopsol@ba.sebrae.com.br","71","33204490","S5",NA,NA,NA,NA
92675578,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO SISTEMA FIERGS - CRESUL","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AVENIDA ASSIS BRASIL,8787","BLOCO 13 SALA 04","SARANDI","PORTO ALEGRE","RS","91140001","www.cresul.coop.br","cresul@sesirs.org.br","51","33478787","S5",NA,NA,NA,NA
2230138,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DOS SUPERMERCADOS RUSSI","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA DA VARZEA PAULISTA, 1157","","VILA MARIA GENOVEVA","JUNDIAI","SP","13203000","","cooperativa@russi.com.br","11","40102230","S5",NA,NA,NA,NA
92825397,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS, APOSENTADOS E PENSIONISTAS DA COMPANHIA ESTADUAL DE ENERGIA ELÉTRICA E ELETRICITÁRIOS DO RIO GRANDE DO SUL   CRECE","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AVENIDA PRINCESA ISABEL, 636","707-708","SANTANA","PORTO ALEGRE","RS","90620000","www.crece.com.br","gerex@crece.com.br","51","32175193","S5",NA,NA,NA,NA
9579249,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPRESÁRIOS DE AMERICANA, LIMEIRA E REGIÃO - SICOOB ACICRED","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA PRIMO PICOLI","Nº 232","JARDIM GIRASSOL","AMERICANA","SP","13465640","www.sicoobcoopercred.com.br","","19","34713889","S5",NA,NA,NA,NA
8844074,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPRESÁRIOS DE ITAPETININGA - SICOOB CRED-ACI","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA MAJOR FONSECA, 75","SALA 01","CENTRO","ITAPETININGA","SP","18200022","","esdras@sicoob-itapetininga.com.br","15","32712233","S5",NA,NA,NA,NA
9639338,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPRESÁRIOS DE PRAIA GRANDE E REGIÃO - SICOOB COOPERACE","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AVENIDA PRESIDENTE COSTA E SILVA, 732","","BOQUEIRÃO","PRAIA GRANDE","SP","11700005","","","13","34731581","S5",NA,NA,NA,NA
5841967,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FABRICANTES DE CALÇADOS DE SAPIRANGA LTDA.","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AVENIDA 20 DE SETEMBRO  3825","LOJA 01","CENTRO","SAPIRANGA","RS","93800000","","credisa@credisa.brte.com.br","51","35294344","S5",NA,NA,NA,NA
43438662,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ABRIL","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA ROMA,620","CJ 182B","LAPA","SAO PAULO","SP","05050090","","cooperabril@abril.com.br","11","38770785","S5",NA,NA,NA,NA
45068632,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ACUMENT BRASIL","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"ROD DOM PEDRO  I , KM 87","COND EMP BARÃO DE MAUA ED FERNANDO PESS","PONTE ALTA","ATIBAIA","SP","12954260","","coopertextron@acument.com","11","34024292","S5",NA,NA,NA,NA
41146382,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ASSEMBLÉIA LEGISLATIVA DO ESTADO DA PARAÍBA LTDA. -  COOPERLEGIS","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA DUQUE DE CAXIAS, 400 - 2º ANDAR","SALA 204 - EDIFICIO 5 DE AGOSTO","CENTRO","JOAO PESSOA","PB","58010821","www.cooperlegis.com.br","cooplegi@terra.com.br","83","32221019","S5",NA,NA,NA,NA
1288797,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ASTRAZENECA DO BRASIL","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RODOVIA RAPOSO TAVARES KM 26 9","","MOINHO VELHO","COTIA","SP","06707000","","coopaz@astrazeneca.com","11","37371261","S5",NA,NA,NA,NA
57038408,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA BOMBRIL","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV. MARGINAL DIREITA S/Nº","VIA ANCHIETA KM 14","RUDGE RAMOS","SAO BERNARDO DO CAMPO","SP","09696000","","cooperbombril@uol.com.br","11","43661394","S5",NA,NA,NA,NA
68228006,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA CARGILL","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AVENIDA DR. CHUCRI ZAIDAN, 1240, 6º ANDAR","MORUMBI CORPORATE, TORRE DIAMOND","VILA SÃO FRANCISCO","SAO PAULO","SP","04711130","www.cooperativacredito.com.br","alvaro_camassari@cargill.com","11","50992127","S5",NA,NA,NA,NA
32615247,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA CEPLAC LTDA. - SICOOB COOPEC","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AVENIDA DO CINQUENTENaRIO","1  E 2  ANDAR","CENTRO","ITABUNA","BA","45600006","www.coopec.org.br","coopec@ceplac.gov.br","73","32143172","S5",NA,NA,NA,NA
44958981,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA CIA AÇUCAREIRA VALE DO ROSÁRIO - COOPERVALE","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"FAZENDA INVERNADA","","CENTRO","MORRO AGUDO","SP","14640000","","coopervale@ldcsev.com","16","38202067","S5",NA,NA,NA,NA
1530136,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA COMPANHIA PAULISTA DE TRENS METROPOLITANOS - COOPERTREM","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA ZUMA DE SA FERNANDES 360 1 ANDAR","","PRESIDENTE ALTINO","OSASCO","SP","06213040","","coopertrem@terra.com.br","11","36896166","S5",NA,NA,NA,NA
45045671,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ELGIN","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV. VEREADOR DANTE JORDÃO STOPPA, 47","","CÉSAR DE SOUZA","MOGI DAS CRUZES","SP","08820390","","cooperativa@elginmc.com.br","11","34112019","S5",NA,NA,NA,NA
48718183,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ERICSSON - COOPERICSSON","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AVENIDA NICOLAS BOER, 399","11 ANDAR - TORRE CORPORATE TIME","JARDIM DAS PERDIZES","SAO PAULO","SP","01140060","http://www.cooperativaericsson.com.br","cooperativa.ericsson@ericsson.com","11","31926860","S5",NA,NA,NA,NA
57259525,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA FACULDADE DE CIÊNCIAS AGRÁRIAS E VETERINÁRIAS - CAMPUS DE JABOTICABAL/SP - COOPERFAC","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"VIA DE ACESSO PROF PAULO DONATO CASTELLANE, S/N","","RURAL","JABOTICABAL","SP","14884900","","cooperfac@fcav.unesp.br","16","32097518","S5",NA,NA,NA,NA
1997612,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA FUNDAÇÃO ZERBINI E DA FUNDAÇÃO FACULDADE DE MEDICINA (FFM)  COOPINCOR","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV DR ENEAS DE CARVALHO AGUIAR, 44, BL. I,2. AND","","CERQUEIRA CESAR","SAO PAULO","SP","05403000","www.coopincor.com.br","cooperativa@incor.usp.br","11","26615469","S5",NA,NA,NA,NA
52575206,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA GERDAU S/A-UNIDADE MOGI DAS CRUZES","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV. ENGENHEIRO MIGUEL GEMMA, 1871","","RIO ACIMA","MOGI DAS CRUZES","SP","08780680","","credito@coopermogi.com","11","28278372","S5",NA,NA,NA,NA
59620708,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA INTERNATIONAL INDÚSTRIA AUTOMOTIVA DA AMÉRICA DO SUL","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV. DAS NAÇÕES UNIDAS, 22.002","","JURUBATUBA","SAO PAULO","SP","04795915","","coopmwm@uol.com.br","11","38823312","S5",NA,NA,NA,NA
731320,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA MORLAN - CRED MORLAN","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA 14, 1126","","CENTRO","ORLANDIA","SP","14620000","www.morlan.com.br","nelson@morlan.com.br","16","38204000","S5",NA,NA,NA,NA
9128022,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA NAKATA","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV  PRESIDENTE MEDICE  939","","JARDIM MUTINGA","OSASCO","SP","06268000","","roberta.oliveira@affiniagrou.com","11","36028165","S5",NA,NA,NA,NA
62562012,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA NESTLÉ - CREDI NESTLÉ","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA DR RUBENS GOMES BUENO 691","CONJUNTO 221 BLOCO A COND 17007","VARZEA DE BAIXO","SAO PAULO","SP","04730903","https://www.nescred.com.br/","credinestle@br.nestle.com","11","51021849","S5",NA,NA,NA,NA
48172860,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA OWENS CORNING FIBERGLAS AMÉRICA DO SUL","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV  BRASIL  2567","","INDUSTRIAL","RIO CLARO","SP","13505900","","coopowens@uol.com.br","19","35359442","S5",NA,NA,NA,NA
16721078,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA SECRETARIA DE ESTADO DA FAZENDA E ÓRGÃOS OFICIAIS DO ESTADO DE MINAS GERAIS LTDA  SICOOB COOPSEF","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV.BRASIL 1660","","FUNCIONARIOS","BELO HORIZONTE","MG","30140003","www.coopsef.com.br","coopsef@coopsef.com.br","31","32695700","S5",NA,NA,NA,NA
72952138,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA SELENE","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA DO VELHO RAMAL, 490","","VILA ESTIVA","CERQUILHO","SP","18520000","","cooperativa@selene.com.br","15","33848888","S5",NA,NA,NA,NA
67341487,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA TETRA PAK","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AVENIDA JANIO QUADROS, 1073","SOBRELOJA","CENTRO","MONTE MOR","SP","13190000","","cooperpak@tetrapak.com","19","32176781","S5",NA,NA,NA,NA
57440521,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA TICKET SERVIÇOS COMÉRCIO E ADMINISTRAÇÃO","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA SILVIA  23   4 AND   CJ14","","BELA VISTA","SAO PAULO","SP","01332000","","credcoop@terra.com.br","11","32879459","S5",NA,NA,NA,NA
1107759,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA USINA SANTA MARIA - PILONCRED","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RODOVIA MUNICIPAL OCTAVIO PILON S/N","","SAO FRANCISCO","CERQUILHO","SP","18520000","","piloncre@fasternet.com.br","15","32848000","S5",NA,NA,NA,NA
53846242,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA VILLARES METALS","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV. VEREADOR ANTONIO PEREIRA DE CAMARGO NETO, 770","","JARDIM DALL´ORTO","SUMARE","SP","13178021","","credito-vm@uol.com.br","19","33038254","S5",NA,NA,NA,NA
2541707,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS DE CERÂMICA - COOPASPACER","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA 4  N   470","SALA","CENTRO","SANTA GERTRUDES","SP","13510000","","coopmeridian@uol.com.br","19","35261223","S5",NA,NA,NA,NA
91018408,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS DO GRUPO DANA - COOPDANA","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA RICARDO BRUNO ALBARUS  201","SALA COOPERATIVA","DISTRITO INDUSTRIAL","GRAVATAI","RS","94045400","","izidio.corti@dana.com","51","34893726","S5",NA,NA,NA,NA
43446335,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS ITAÚ","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV. JOSÉ CESAR DE OLIVEIRA","111","V. HAMBURGUESA","SAO PAULO","SP","05317000","","balbina2@terra.com.br","11","21327545","S5",NA,NA,NA,NA
1504952,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS MELHORAMENTOS DE SÃO PAULO  COOPERMEL","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA TITO 479","","LAPA","SAO PAULO","SP","05051000","","cooperat@melhoramentos.com.br","11","38740716","S5",NA,NA,NA,NA
52046299,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO ATACADÃO","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV MORVAN DIAS DE FIGUEIREDO  6169","","VILA MARIA","SAO PAULO","SP","02170901","","cooperata@atacadao.com.br","11","29679682","S5",NA,NA,NA,NA
3219207,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO BANESPA DE BOTUCATU E CIDADES LIMÍTROFES","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA BRAZ DE ASSIS  709","SALA 01  BAIRRO SHOPPING","VILA DOS LAVRADORES","BOTUCATU","SP","18609096","","afabanbtu@terra.com.br","14","38822700","S5",NA,NA,NA,NA
71965313,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO FLEURY","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AVENIDA PAULISTA   Nº 352","1.º ANDAR - SALA 13","PARAISO","SAO PAULO","SP","01310000","www.grupofleury.coop.br","coopercredfleury@terra.com.br","11","32855132","S5",NA,NA,NA,NA
43268960,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO AVIBRAS - COOPER AVIBRAS","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RODOVIA DOS TAMOIOS, KM 14, ESTRADA VARADOURO","","ZONA RURAL DA CIDADE","JACAREI","SP","12315020","cooperavibras@hotmail.com","cooper@avibras.com.br","12","39556379","S5",NA,NA,NA,NA
47196084,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO COMOLATTI - SÃO PAULO","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA ERNESTO DE CASTRO, 37","","MOOCA","SAO PAULO","SP","03042900","","manuelc@comolatti.com.br","11","31557000","S5",NA,NA,NA,NA
1439107,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO COSAN - BARRACRED COSAN","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA ANTONIO FRANCO POMPEU, 261","","VILA OPERÁRIA","BARRA BONITA","SP","17340000","","barracred@barracred.com.br","14","36048011","S5",NA,NA,NA,NA
88952130,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO GERDAU - AÇOS FINOS PIRATINI","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"NUCLEO D67,  NR. 149","","CENTRO","CHARQUEADAS","RS","96745000","","pedro.goncalves1@gerdau.com.br","51","36581404","S5",NA,NA,NA,NA
5548335,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO JAL LTDA.","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AVENIDA AUTOMÓVEL CLUBE, 990 - PARTE","","CENTRO","SAO JOAO DE MERITI","RJ","25515126","","copejal@terra.com.br","21","27559215","S5",NA,NA,NA,NA
44905255,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO LORENZETTI","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV  PRESIDENTE WILSON  1230","","MOOCA","SAO PAULO","SP","03107001","","beneficios@lorenzetti.com.br","11","20657263","S5",NA,NA,NA,NA
43182278,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO OWENS-ILLINOIS DO BRASIL","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV   OLAVO EGIDIO DE SOUZA ARANHA  2270","","ERMELINDO MATARAZZO","SAO PAULO","SP","03822900","","cooperativa.sp@o-i.com","11","29430028","S5",NA,NA,NA,NA
548980,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO SUGGAR LTDA.","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA JERONIMO MARCUCCI, 82","FABRICA","OLHOS D'AGUA","BELO HORIZONTE","MG","30390150","","sugcoop@suggar.com.br","31","21255243","S5",NA,NA,NA,NA
75174953,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO VOTORANTIM LIMITADA.","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV ERMIRIO DE MORAES  380","CASA","TACANICA","RIO BRANCO DO SUL","PR","83540000","","leonardodavibida@ig.com.br","41","33551741","S5",NA,NA,NA,NA
2115870,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS PÚBLICOS MUNICIPAIS DE ITAPIRA - CREDITA","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"PRAÇA BERNARDINO DE CAMPOS  BOX 9","","CENTRO","ITAPIRA","SP","13970005","","credita@zipmail.com.br","19","38637594","S5",NA,NA,NA,NA
4694278,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS INTEGRANTES DO MINISTÉRIO PÚBLICO E DA DEFENSORIA PÚBLICA NO ESTADO DO RIO DE JANEIRO LIMITADA. - SICOOB COMPERJ","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA RODRIGO SILVA, 26","9 ANDAR","CENTRO","RIO DE JANEIRO","RJ","20011040","www.sicoobcoomperj.com.br","coomperj@coomperj.com.br","21","25062700","S5",NA,NA,NA,NA
51489318,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MAGISTRADOS DE SÃO PAULO - MAGISCRED","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"R TABATINGUERA, 140","SALA 02 - TERREO","CENTRO","SAO PAULO","SP","01020000","www.magiscred.com.br","magiscred@magiscred.com.br","11","31057464","S5",NA,NA,NA,NA
4478231,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MEMBROS DO MINISTÉRIO PÚBLICO DE SÃO PAULO - PROMOCRED","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"PRACA DA LIBERDADE  130","4 ANDAR  CONJ 401 402","LIBERDADE","SAO PAULO","SP","01503010","https://promocred.coop.br/","promocred@promocred.coop.br","11","31112323","S5",NA,NA,NA,NA
1635462,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS DOS VALES DO TAQUARI E RIO PARDO E REGIÃO DA PRODUÇÃO LTDA","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV  BENJAMIN CONSTANT  1058   5 ANDAR","5  ANDAR","","LAJEADO","RS","95900104","www.unicred.com.br/vtrpp","vtrp@unicred-vtrp.com.br","51","37144039","S5",NA,NA,NA,NA
71479653,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA ÁREA DE SAÚDE DE NÍVEL SUPERIOR DE JUIZ DE FORA LTDA. - UNICRED JUIZ DE FORA","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV  PRESIDENTE ITAMAR FRANCO  3 840","11 ANDAR","CASCATINHA","JUIZ DE FORA","MG","36033318","www.unicredjf.com.br","unicred@unicredjf.com.br","32","30257700","S5",NA,NA,NA,NA
2179673,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DE NÍVEL SUPERIOR DA ÁREA DE SAÚDE DE OURINHOS - OURICRED","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA EUCLIDES DA CUNHA, 743","","VILA MORAES","OURINHOS","SP","19900043","www.ouricred.com.br","alcredourinhos@uol.com.br","14","33264999","S5",NA,NA,NA,NA
4572960,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MILITARES ESTADUAIS DE SANTA CATARINA - CREDPOM","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV. RIO BRANCO, Nº 817","ED. ALEXANDRE CARIONI, TÉRREO","CENTRO","FLORIANOPOLIS","SC","88015204","","credpom@credpom.com.br","48","30374320","S5",NA,NA,NA,NA
6975532,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DA REGIÃO METROPOLITANA DE PORTO ALEGRE - COOPESA","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AVENIDA FERNANDO FERRARI, 1001","PAVILHÃO B1, BOX 02, CEASA","ANCHIETA","PORTO ALEGRE","RS","90200041","www.coopesa.com.br","coopesa@coopesars.com.br","51","25007404","S5",NA,NA,NA,NA
26758433,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PETROLEIROS NO ESTADO DE MINAS GERAIS LTDA. - COPETRO","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV  PARANA  485","5 ANDAR","CENTRO","BELO HORIZONTE","MG","30120020","www.copetro.org.br","copetro@copetro.org.br","31","32014412","S5",NA,NA,NA,NA
7714057,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA ÁREA NOTARIAL E REGISTRAL - COOPNORE","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA GENERAL ANDRADE NEVES  N  14","SALA 201","CENTRO","PORTO ALEGRE","RS","90010210","www.coopnore.com.br","coopnore@coopnore.com.br","51","21085000","S5",NA,NA,NA,NA
